Dataset,Pattern,Target_Class,Blending,seed,Defense,N_Patterns,ACC,F1,Precision,Recall,TPR,FPR,TP,FP,TN,FN
tiny,small_hello_kitty,1_all,0.5,1,scan_100,,,,,,,,,,,
tiny,small_hello_kitty,1_all,0.5,1,agpd_2000,,0.9988,0.9942,0.9898,0.9986,0.9986,0.0011,9986,103,89897,14
tiny,small_hello_kitty,1_all,0.5,1,scan_2000,,1.0,0.9999,1.0,0.9999,0.9999,0.0,9999,0,90000,1
tiny,small_hello_kitty,1_all,0.5,1,abl,,0.9927,0.9634,0.9634,0.9634,0.9634,0.0041,9634,366,89634,366
tiny,small_hello_kitty,1_all,1.0,1,vbd,1,1.0,0.9998,0.9995,1.0,1.0,0.0001,10000,5,89995,0
tiny,small_hello_kitty,1_all,1.0,1,agpd_100,,,,,,,,,,,
tiny,small_hello_kitty,1_all,1.0,1,scan_100,,,,,,,,,,,
tiny,small_hello_kitty,1_all,1.0,1,agpd_2000,,0.9981,0.9906,0.9821,0.9993,0.9993,0.002,9993,182,89818,7
tiny,small_hello_kitty,1_all,1.0,1,scan_2000,,1.0,1.0,1.0,1.0,1.0,0.0,10000,0,90000,0
tiny,small_hello_kitty,1_all,1.0,1,abl,,0.9894,0.9468,0.9468,0.9468,0.9468,0.0059,9468,532,89468,532
tiny,trigger_color_grid,1_all,0.1,1,vbd,1,0.9991,0.9953,0.9931,0.9975,0.9975,0.0008,9975,69,89931,25
tiny,trigger_color_grid,1_all,0.1,1,agpd_100,,,,,,,,,,,
tiny,trigger_color_grid,1_all,0.1,1,scan_100,,,,,,,,,,,
tiny,trigger_color_grid,1_all,0.1,1,agpd_2000,,0.9,0.0008,1.0,0.0004,0.0004,0.0,4,0,90000,9996
tiny,trigger_color_grid,1_all,0.1,1,scan_2000,,0.9589,0.7419,0.999,0.59,0.59,0.0001,5900,6,89994,4100
tiny,trigger_color_grid,1_all,0.1,1,abl,,0.9874,0.937,0.937,0.937,0.937,0.007,9370,630,89370,630
tiny,trigger_color_grid,1_all,0.2,1,vbd,1,0.9993,0.9966,0.9935,0.9997,0.9997,0.0007,9997,65,89935,3
tiny,trigger_color_grid,1_all,0.2,1,agpd_100,,,,,,,,,,,
tiny,trigger_color_grid,1_all,0.2,1,scan_100,,,,,,,,,,,
tiny,trigger_color_grid,1_all,0.2,1,agpd_2000,,0.8975,0.0,0.0,0.0,0.0,0.0027,0,247,89753,10000
tiny,trigger_color_grid,1_all,0.2,1,scan_2000,,0.9999,0.9995,1.0,0.999,0.999,0.0,9990,0,90000,10
tiny,trigger_color_grid,1_all,0.2,1,abl,,0.9898,0.9489,0.9489,0.9489,0.9489,0.0057,9489,511,89489,511
tiny,trigger_color_grid,1_all,0.5,1,vbd,1,0.9994,0.9971,0.9943,0.9999,0.9999,0.0006,9999,57,89943,1
tiny,trigger_color_grid,1_all,0.5,1,agpd_100,,,,,,,,,,,
tiny,trigger_color_grid,1_all,0.5,1,scan_100,,,,,,,,,,,
tiny,trigger_color_grid,1_all,0.5,1,agpd_2000,,0.9984,0.992,0.9946,0.9895,0.9895,0.0006,9895,54,89946,105
tiny,trigger_color_grid,1_all,0.5,1,scan_2000,,0.9997,0.9983,0.9997,0.997,0.997,0.0,9970,3,89997,30
tiny,trigger_color_grid,1_all,0.5,1,abl,,0.9773,0.8865,0.8865,0.8865,0.8865,0.0126,8865,1135,88865,1135
tiny,trigger_color_grid,1_all,1.0,1,vbd,1,0.9995,0.9976,0.9952,1.0,1.0,0.0005,10000,48,89952,0
tiny,trigger_color_grid,1_all,1.0,1,agpd_100,,,,,,,,,,,
tiny,trigger_color_grid,1_all,1.0,1,scan_100,,,,,,,,,,,
tiny,trigger_color_grid,1_all,1.0,1,agpd_2000,,0.9977,0.9884,0.9817,0.9953,0.9953,0.0021,9953,186,89814,47
tiny,trigger_color_grid,1_all,1.0,1,scan_2000,,0.9998,0.9989,0.9999,0.998,0.998,0.0,9980,1,89999,20
tiny,trigger_color_grid,1_all,1.0,1,abl,,0.9964,0.9818,0.9818,0.9818,0.9818,0.002,9818,182,89818,182
tiny,trigger_green_square,1_all,0.1,1,vbd,1,0.9968,0.9839,0.9961,0.9719,0.9719,0.0004,9719,38,89962,281
tiny,trigger_green_square,1_all,0.1,1,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_all,0.1,1,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_all,0.1,1,agpd_2000,,0.7912,0.4842,0.3215,0.9799,0.9799,0.2298,9799,20679,69321,201
tiny,trigger_green_square,1_all,0.1,1,scan_2000,,0.9967,0.9832,1.0,0.9669,0.9669,0.0,9669,0,90000,331
tiny,trigger_green_square,1_all,0.1,1,abl,,0.9894,0.9468,0.9468,0.9468,0.9468,0.0059,9468,532,89468,532
tiny,trigger_green_square,1_all,0.2,1,vbd,1,0.9987,0.9937,0.9978,0.9896,0.9896,0.0002,9896,22,89978,104
tiny,trigger_green_square,1_all,0.2,1,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_all,0.2,1,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_all,0.2,1,agpd_2000,,0.9982,0.991,0.9949,0.9871,0.9871,0.0006,9871,51,89949,129
tiny,trigger_green_square,1_all,0.2,1,scan_2000,,0.9994,0.9972,0.9987,0.9958,0.9958,0.0001,9958,13,89987,42
tiny,trigger_green_square,1_all,0.2,1,abl,,0.9847,0.9235,0.9235,0.9235,0.9235,0.0085,9235,765,89235,765
tiny,trigger_green_square,1_all,0.5,1,vbd,2,0.9993,0.9963,0.9989,0.9938,0.9938,0.0001,9938,11,89989,62
tiny,trigger_green_square,1_all,0.5,1,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_all,0.5,1,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_all,0.5,1,agpd_2000,,0.9984,0.9921,0.9934,0.9908,0.9908,0.0007,9908,66,89934,92
tiny,trigger_green_square,1_all,0.5,1,scan_2000,,0.9996,0.998,0.9998,0.9963,0.9963,0.0,9963,2,89998,37
tiny,trigger_green_square,1_all,0.5,1,abl,,0.9964,0.9818,0.9818,0.9818,0.9818,0.002,9818,182,89818,182
tiny,trigger_green_square,1_all,1.0,1,vbd,1,0.9998,0.9991,0.9983,0.9999,0.9999,0.0002,9999,17,89983,1
tiny,trigger_green_square,1_all,1.0,1,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_all,1.0,1,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_all,1.0,1,agpd_2000,,0.9959,0.9789,0.9978,0.9607,0.9607,0.0002,9607,21,89979,393
tiny,trigger_green_square,1_all,1.0,1,scan_2000,,1.0,0.9998,1.0,0.9996,0.9996,0.0,9996,0,90000,4
tiny,trigger_green_square,1_all,1.0,1,abl,,0.9952,0.976,0.976,0.976,0.976,0.0027,9760,240,89760,240
tiny,trigger_white_grid,1_all,0.1,1,vbd,1,0.9468,0.6398,0.9912,0.4724,0.4724,0.0005,4724,42,89958,5276
tiny,trigger_white_grid,1_all,0.1,1,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,1_all,0.1,1,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,1_all,0.1,1,agpd_2000,,0.8997,0.0028,0.2593,0.0014,0.0014,0.0004,14,40,89960,9986
tiny,trigger_white_grid,1_all,0.1,1,scan_2000,,0.966,0.7952,1.0,0.66,0.66,0.0,6600,0,90000,3400
tiny,trigger_white_grid,1_all,0.1,1,abl,,0.9356,0.6782,0.6782,0.6782,0.6782,0.0358,6782,3218,86782,3218
tiny,trigger_white_grid,1_all,0.2,1,vbd,1,0.9968,0.9836,0.9941,0.9734,0.9734,0.0006,9734,58,89942,266
tiny,trigger_white_grid,1_all,0.2,1,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,1_all,0.2,1,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,1_all,0.2,1,agpd_2000,,0.652,0.0,0.0,0.0,0.0,0.2755,0,24796,65204,10000
tiny,trigger_white_grid,1_all,0.2,1,scan_2000,,0.9696,0.8204,1.0,0.6955,0.6955,0.0,6955,0,90000,3045
tiny,trigger_white_grid,1_all,0.2,1,abl,,0.9542,0.7711,0.7711,0.7711,0.7711,0.0254,7711,2289,87711,2289
tiny,trigger_white_grid,1_all,0.5,1,vbd,1,0.9912,0.9546,0.9911,0.9208,0.9208,0.0009,9208,83,89917,792
tiny,trigger_white_grid,1_all,0.5,1,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,1_all,0.5,1,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,1_all,0.5,1,agpd_2000,,0.9976,0.9878,0.9962,0.9796,0.9796,0.0004,9796,37,89963,204
tiny,trigger_white_grid,1_all,0.5,1,scan_2000,,0.965,0.7876,0.9998,0.6497,0.6497,0.0,6497,1,89999,3503
tiny,trigger_white_grid,1_all,0.5,1,abl,,0.9891,0.9457,0.9457,0.9457,0.9457,0.006,9457,543,89457,543
tiny,trigger_white_grid,1_all,1.0,1,vbd,2,0.9886,0.9398,0.9941,0.8912,0.8912,0.0006,8912,53,89947,1088
tiny,trigger_white_grid,1_all,1.0,1,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,1_all,1.0,1,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,1_all,1.0,1,agpd_2000,,0.9982,0.9909,0.9939,0.988,0.988,0.0007,9880,61,89939,120
tiny,trigger_white_grid,1_all,1.0,1,scan_2000,,0.9997,0.9985,0.9999,0.9972,0.9972,0.0,9972,1,89999,28
tiny,trigger_white_grid,1_all,1.0,1,abl,,0.994,0.9702,0.9702,0.9702,0.9702,0.0033,9702,298,89702,298
tiny,trigger_white_square,1_all,0.1,1,vbd,1,0.9002,0.005,0.8621,0.0025,0.0025,0.0,25,4,89996,9975
tiny,trigger_white_square,1_all,0.1,1,agpd_100,,,,,,,,,,,
tiny,trigger_white_square,1_all,0.1,1,scan_100,,,,,,,,,,,
tiny,trigger_white_square,1_all,0.1,1,agpd_2000,,0.9934,0.9661,0.9977,0.9364,0.9364,0.0002,9364,22,89978,636
tiny,trigger_white_square,1_all,0.1,1,scan_2000,,0.9351,0.5193,1.0,0.3507,0.3507,0.0,3507,0,90000,6493
tiny,trigger_white_square,1_all,0.1,1,abl,,0.8575,0.2876,0.2876,0.2876,0.2876,0.0792,2876,7124,82876,7124
tiny,trigger_white_square,1_all,0.2,1,vbd,1,0.9007,0.0143,0.96,0.0072,0.0072,0.0,72,3,89997,9928
tiny,trigger_white_square,1_all,0.2,1,agpd_100,,,,,,,,,,,
tiny,trigger_white_square,1_all,0.2,1,scan_100,,,,,,,,,,,
tiny,trigger_white_square,1_all,0.2,1,agpd_2000,,0.6598,0.0001,0.0,0.0001,0.0001,0.2669,1,24017,65983,9999
tiny,trigger_white_square,1_all,0.2,1,scan_2000,,0.946,0.6298,1.0,0.4596,0.4596,0.0,4596,0,90000,5404
tiny,trigger_white_square,1_all,0.2,1,abl,,0.9275,0.6373,0.6373,0.6373,0.6373,0.0403,6373,3627,86373,3627
tiny,trigger_white_square,1_all,0.5,1,vbd,1,0.9854,0.9214,0.9965,0.8568,0.8568,0.0003,8568,30,89970,1432
tiny,trigger_white_square,1_all,0.5,1,agpd_100,,,,,,,,,,,
tiny,trigger_white_square,1_all,0.5,1,scan_100,,,,,,,,,,,
tiny,trigger_white_square,1_all,0.5,1,agpd_2000,,0.9943,0.9708,0.9963,0.9465,0.9465,0.0004,9465,35,89965,535
tiny,trigger_white_square,1_all,0.5,1,scan_2000,,0.983,0.9071,1.0,0.83,0.83,0.0,8300,0,90000,1700
tiny,trigger_white_square,1_all,0.5,1,abl,,0.9625,0.8124,0.8124,0.8124,0.8124,0.0208,8124,1876,88124,1876
tiny,trigger_white_square,1_all,1.0,1,vbd,1,0.9894,0.9442,0.9962,0.8973,0.8973,0.0004,8973,34,89966,1027
tiny,trigger_white_square,1_all,1.0,1,agpd_100,,,,,,,,,,,
tiny,trigger_white_square,1_all,1.0,1,scan_100,,,,,,,,,,,
tiny,trigger_white_square,1_all,1.0,1,agpd_2000,,0.8983,0.0,0.0,0.0,0.0,0.0019,0,174,89826,10000
tiny,trigger_white_square,1_all,1.0,1,scan_2000,,0.9991,0.9957,0.9984,0.9931,0.9931,0.0002,9931,16,89984,69
tiny,trigger_white_square,1_all,1.0,1,abl,,0.9755,0.8774,0.8774,0.8774,0.8774,0.0136,8774,1226,88774,1226
tiny,big_hello_kitty,2_all,0.1,2,vbd,1,0.9548,0.7084,0.9991,0.5488,0.5488,0.0001,5488,5,89995,4512
tiny,big_hello_kitty,2_all,0.1,2,agpd_100,,,,,,,,,,,
tiny,big_hello_kitty,2_all,0.1,2,scan_100,,,,,,,,,,,
tiny,big_hello_kitty,2_all,0.1,2,agpd_2000,,0.9993,0.9968,0.9947,0.9988,0.9988,0.0006,9988,53,89947,12
tiny,big_hello_kitty,2_all,0.1,2,scan_2000,,0.9588,0.7402,1.0,0.5876,0.5876,0.0,5876,0,90000,4124
tiny,big_hello_kitty,2_all,0.1,2,abl,,0.9796,0.8978,0.8978,0.8978,0.8978,0.0114,8978,1022,88978,1022
tiny,big_hello_kitty,2_all,0.2,2,vbd,3,0.9996,0.9981,0.9974,0.9987,0.9987,0.0003,9987,26,89974,13
tiny,big_hello_kitty,2_all,0.2,2,agpd_100,,,,,,,,,,,
tiny,big_hello_kitty,2_all,0.2,2,scan_100,,,,,,,,,,,
tiny,big_hello_kitty,2_all,0.2,2,agpd_2000,,0.9987,0.9935,0.9876,0.9994,0.9994,0.0014,9994,125,89875,6
tiny,big_hello_kitty,2_all,0.2,2,scan_2000,,0.954,0.7014,1.0,0.5401,0.5401,0.0,5401,0,90000,4599
tiny,big_hello_kitty,2_all,0.2,2,abl,,0.9929,0.9644,0.9644,0.9644,0.9644,0.004,9644,356,89644,356
tiny,big_hello_kitty,2_all,0.5,2,vbd,2,1.0,0.9999,0.9998,1.0,1.0,0.0,10000,2,89998,0
tiny,big_hello_kitty,2_all,0.5,2,agpd_100,,,,,,,,,,,
tiny,big_hello_kitty,2_all,0.5,2,scan_100,,,,,,,,,,,
tiny,big_hello_kitty,2_all,0.5,2,agpd_2000,,1.0,0.9998,1.0,0.9997,0.9997,0.0,9997,0,90000,3
tiny,big_hello_kitty,2_all,0.5,2,scan_2000,,1.0,1.0,1.0,1.0,1.0,0.0,10000,0,90000,0
tiny,big_hello_kitty,2_all,0.5,2,abl,,0.9872,0.9361,0.9361,0.9361,0.9361,0.0071,9361,639,89361,639
tiny,big_hello_kitty,2_all,1.0,2,vbd,2,1.0,0.9998,0.9995,1.0,1.0,0.0001,10000,5,89995,0
tiny,big_hello_kitty,2_all,1.0,2,agpd_100,,,,,,,,,,,
tiny,big_hello_kitty,2_all,1.0,2,scan_100,,,,,,,,,,,
tiny,big_hello_kitty,2_all,1.0,2,agpd_2000,,0.634,0.0,0.0,0.0,0.0,0.2955,0,26596,63404,10000
tiny,big_hello_kitty,2_all,1.0,2,scan_2000,,1.0,1.0,1.0,1.0,1.0,0.0,10000,0,90000,0
tiny,big_hello_kitty,2_all,1.0,2,abl,,0.9762,0.881,0.881,0.881,0.881,0.0132,8810,1190,88810,1190
tiny,small_hello_kitty,2_all,0.1,2,vbd,1,0.998,0.9902,0.9983,0.9822,0.9822,0.0002,9822,17,89983,178
tiny,small_hello_kitty,2_all,0.1,2,agpd_100,,,,,,,,,,,
tiny,small_hello_kitty,2_all,0.1,2,scan_100,,,,,,,,,,,
tiny,small_hello_kitty,2_all,0.1,2,agpd_2000,,0.9992,0.9961,0.9976,0.9947,0.9947,0.0003,9947,24,89976,53
tiny,small_hello_kitty,2_all,0.1,2,scan_2000,,0.9997,0.9985,1.0,0.997,0.997,0.0,9970,0,90000,30
tiny,small_hello_kitty,2_all,0.1,2,abl,,0.9944,0.972,0.972,0.972,0.972,0.0031,9720,280,89720,280
tiny,small_hello_kitty,2_all,0.2,2,vbd,1,0.9996,0.9978,0.9992,0.9965,0.9965,0.0001,9965,8,89992,35
tiny,small_hello_kitty,2_all,0.2,2,agpd_100,,,,,,,,,,,
tiny,small_hello_kitty,2_all,0.2,2,scan_100,,,,,,,,,,,
tiny,small_hello_kitty,2_all,0.2,2,agpd_2000,,0.9998,0.999,0.999,0.999,0.999,0.0001,9990,10,89990,10
tiny,small_hello_kitty,2_all,0.2,2,scan_2000,,1.0,0.9997,1.0,0.9995,0.9995,0.0,9995,0,90000,5
tiny,small_hello_kitty,2_all,0.2,2,abl,,0.9928,0.9642,0.9642,0.9642,0.9642,0.004,9642,358,89642,358
tiny,small_hello_kitty,2_all,0.5,2,vbd,2,0.9998,0.9992,0.9985,0.9999,0.9999,0.0002,9999,15,89985,1
tiny,small_hello_kitty,2_all,0.5,2,agpd_100,,,,,,,,,,,
tiny,small_hello_kitty,2_all,0.5,2,scan_100,,,,,,,,,,,
tiny,small_hello_kitty,2_all,0.5,2,agpd_2000,,1.0,0.9999,1.0,0.9998,0.9998,0.0,9998,0,90000,2
tiny,small_hello_kitty,2_all,0.5,2,scan_2000,,1.0,0.9998,1.0,0.9997,0.9997,0.0,9997,0,90000,3
tiny,small_hello_kitty,2_all,0.5,2,abl,,0.9922,0.961,0.961,0.961,0.961,0.0043,9610,390,89610,390
tiny,small_hello_kitty,2_all,1.0,2,vbd,1,1.0,1.0,0.9999,1.0,1.0,0.0,10000,1,89999,0
tiny,small_hello_kitty,2_all,1.0,2,agpd_100,,,,,,,,,,,
tiny,small_hello_kitty,2_all,1.0,2,scan_100,,,,,,,,,,,
tiny,small_hello_kitty,2_all,1.0,2,agpd_2000,,0.9992,0.9958,0.9935,0.9981,0.9981,0.0007,9981,65,89935,19
tiny,small_hello_kitty,2_all,1.0,2,scan_2000,,1.0,1.0,1.0,1.0,1.0,0.0,10000,0,90000,0
tiny,small_hello_kitty,2_all,1.0,2,abl,,0.9989,0.9945,0.9945,0.9945,0.9945,0.0006,9945,55,89945,55
tiny,trigger_color_grid,2_all,0.1,2,vbd,1,0.9993,0.9966,0.9942,0.9989,0.9989,0.0006,9989,58,89942,11
tiny,trigger_color_grid,2_all,0.1,2,agpd_100,,,,,,,,,,,
tiny,trigger_color_grid,2_all,0.1,2,scan_100,,,,,,,,,,,
tiny,trigger_color_grid,2_all,0.1,2,agpd_2000,,0.9031,0.0603,1.0,0.0311,0.0311,0.0,311,0,90000,9689
tiny,trigger_color_grid,2_all,0.1,2,scan_2000,,0.9564,0.722,0.9968,0.566,0.566,0.0002,5660,18,89982,4340
tiny,trigger_color_grid,2_all,0.1,2,abl,,0.9904,0.952,0.952,0.952,0.952,0.0053,9520,480,89520,480
tiny,trigger_color_grid,2_all,0.2,2,vbd,1,0.9997,0.9986,0.9981,0.999,0.999,0.0002,9990,19,89981,10
tiny,trigger_color_grid,2_all,0.2,2,agpd_100,,,,,,,,,,,
tiny,trigger_color_grid,2_all,0.2,2,scan_100,,,,,,,,,,,
tiny,trigger_color_grid,2_all,0.2,2,agpd_2000,,0.9958,0.9786,0.9843,0.973,0.973,0.0017,9730,155,89845,270
tiny,trigger_color_grid,2_all,0.2,2,scan_2000,,0.9809,0.8944,0.9995,0.8093,0.8093,0.0,8093,4,89996,1907
tiny,trigger_color_grid,2_all,0.2,2,abl,,0.9947,0.9737,0.9737,0.9737,0.9737,0.0029,9737,263,89737,263
tiny,trigger_color_grid,2_all,0.5,2,vbd,1,0.9998,0.9989,0.998,0.9998,0.9998,0.0002,9998,20,89980,2
tiny,trigger_color_grid,2_all,0.5,2,agpd_100,,,,,,,,,,,
tiny,trigger_color_grid,2_all,0.5,2,scan_100,,,,,,,,,,,
tiny,trigger_color_grid,2_all,0.5,2,agpd_2000,,0.9979,0.9896,0.9897,0.9895,0.9895,0.0011,9895,103,89897,105
tiny,trigger_color_grid,2_all,0.5,2,scan_2000,,1.0,0.9997,1.0,0.9995,0.9995,0.0,9995,0,90000,5
tiny,trigger_color_grid,2_all,0.5,2,abl,,0.9887,0.9437,0.9437,0.9437,0.9437,0.0063,9437,563,89437,563
tiny,trigger_color_grid,2_all,1.0,2,vbd,2,0.9999,0.9996,0.9991,1.0,1.0,0.0001,10000,9,89991,0
tiny,trigger_color_grid,2_all,1.0,2,agpd_100,,,,,,,,,,,
tiny,trigger_color_grid,2_all,1.0,2,scan_100,,,,,,,,,,,
tiny,trigger_color_grid,2_all,1.0,2,agpd_2000,,0.997,0.9846,0.9959,0.9736,0.9736,0.0004,9736,40,89960,264
tiny,trigger_color_grid,2_all,1.0,2,scan_2000,,0.9999,0.9994,0.9998,0.999,0.999,0.0,9990,2,89998,10
tiny,trigger_color_grid,2_all,1.0,2,abl,,0.9921,0.9604,0.9604,0.9604,0.9604,0.0044,9604,396,89604,396
tiny,trigger_green_square,2_all,0.1,2,vbd,1,0.998,0.9898,0.995,0.9846,0.9846,0.0005,9846,49,89951,154
tiny,trigger_green_square,2_all,0.1,2,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,2_all,0.1,2,scan_100,,,,,,,,,,,
tiny,trigger_green_square,2_all,0.1,2,agpd_2000,,0.9954,0.9776,0.9574,0.9987,0.9987,0.0049,9987,444,89556,13
tiny,trigger_green_square,2_all,0.1,2,scan_2000,,0.9823,0.9027,1.0,0.8227,0.8227,0.0,8227,0,90000,1773
tiny,trigger_green_square,2_all,0.1,2,abl,,0.9857,0.9284,0.9284,0.9284,0.9284,0.008,9284,716,89284,716
tiny,trigger_green_square,2_all,0.2,2,vbd,1,0.9997,0.9986,0.9988,0.9985,0.9985,0.0001,9985,12,89988,15
tiny,trigger_green_square,2_all,0.2,2,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,2_all,0.2,2,scan_100,,,,,,,,,,,
tiny,trigger_green_square,2_all,0.2,2,agpd_2000,,0.9971,0.9854,0.995,0.9759,0.9759,0.0005,9759,49,89951,241
tiny,trigger_green_square,2_all,0.2,2,scan_2000,,0.9994,0.9971,0.9997,0.9945,0.9945,0.0,9945,3,89997,55
tiny,trigger_green_square,2_all,0.2,2,abl,,0.9952,0.9762,0.9762,0.9762,0.9762,0.0026,9762,238,89762,238
tiny,trigger_green_square,2_all,0.5,2,vbd,1,1.0,0.9998,0.9996,0.9999,0.9999,0.0,9999,4,89996,1
tiny,trigger_green_square,2_all,0.5,2,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,2_all,0.5,2,scan_100,,,,,,,,,,,
tiny,trigger_green_square,2_all,0.5,2,agpd_2000,,0.995,0.9756,0.957,0.9949,0.9949,0.005,9949,447,89553,51
tiny,trigger_green_square,2_all,0.5,2,scan_2000,,0.9998,0.9988,1.0,0.9976,0.9976,0.0,9976,0,90000,24
tiny,trigger_green_square,2_all,0.5,2,abl,,0.9929,0.9643,0.9643,0.9643,0.9643,0.004,9643,357,89643,357
tiny,trigger_green_square,2_all,1.0,2,vbd,4,0.9981,0.9904,0.9961,0.9849,0.9849,0.0004,9849,39,89961,151
tiny,trigger_green_square,2_all,1.0,2,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,2_all,1.0,2,scan_100,,,,,,,,,,,
tiny,trigger_green_square,2_all,1.0,2,agpd_2000,,0.997,0.9846,0.9949,0.9745,0.9745,0.0006,9745,50,89950,255
tiny,trigger_green_square,2_all,1.0,2,scan_2000,,0.9624,0.7682,1.0,0.6236,0.6236,0.0,6236,0,90000,3764
tiny,trigger_green_square,2_all,1.0,2,abl,,0.9961,0.9805,0.9805,0.9805,0.9805,0.0022,9805,195,89805,195
tiny,trigger_white_grid,2_all,0.1,2,vbd,1,0.9795,0.8863,0.9959,0.7984,0.7984,0.0004,7984,33,89967,2016
tiny,trigger_white_grid,2_all,0.1,2,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,2_all,0.1,2,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,2_all,0.1,2,agpd_2000,,0.9938,0.9681,0.9939,0.9436,0.9436,0.0006,9436,58,89942,564
tiny,trigger_white_grid,2_all,0.1,2,scan_2000,,0.9613,0.7601,0.9995,0.6132,0.6132,0.0,6132,3,89997,3868
tiny,trigger_white_grid,2_all,0.1,2,abl,,0.9353,0.6765,0.6765,0.6765,0.6765,0.0359,6765,3235,86765,3235
tiny,trigger_white_grid,2_all,0.2,2,vbd,1,0.9967,0.9833,0.9964,0.9706,0.9706,0.0004,9706,35,89965,294
tiny,trigger_white_grid,2_all,0.2,2,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,2_all,0.2,2,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,2_all,0.2,2,agpd_2000,,0.9967,0.9831,0.9917,0.9747,0.9747,0.0009,9747,82,89918,253
tiny,trigger_white_grid,2_all,0.2,2,scan_2000,,0.9678,0.8084,0.9999,0.6785,0.6785,0.0,6785,1,89999,3215
tiny,trigger_white_grid,2_all,0.2,2,abl,,0.9776,0.8881,0.8881,0.8881,0.8881,0.0124,8881,1119,88881,1119
tiny,trigger_white_grid,2_all,0.5,2,vbd,1,0.9991,0.9956,0.9975,0.9938,0.9938,0.0003,9938,25,89975,62
tiny,trigger_white_grid,2_all,0.5,2,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,2_all,0.5,2,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,2_all,0.5,2,agpd_2000,,0.992,0.9587,0.9973,0.9229,0.9229,0.0003,9229,25,89975,771
tiny,trigger_white_grid,2_all,0.5,2,scan_2000,,0.9981,0.9905,0.9985,0.9826,0.9826,0.0002,9826,15,89985,174
tiny,trigger_white_grid,2_all,0.5,2,abl,,0.9853,0.9266,0.9266,0.9266,0.9266,0.0082,9266,734,89266,734
tiny,trigger_white_grid,2_all,1.0,2,vbd,1,0.9998,0.9989,0.9978,0.9999,0.9999,0.0002,9999,22,89978,1
tiny,trigger_white_grid,2_all,1.0,2,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,2_all,1.0,2,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,2_all,1.0,2,agpd_2000,,0.9946,0.9729,0.9706,0.9752,0.9752,0.0033,9752,295,89705,248
tiny,trigger_white_grid,2_all,1.0,2,scan_2000,,0.9997,0.9985,0.9998,0.9973,0.9973,0.0,9973,2,89998,27
tiny,trigger_white_grid,2_all,1.0,2,abl,,0.9898,0.9492,0.9492,0.9492,0.9492,0.0056,9492,508,89492,508
tiny,trigger_white_square,2_all,0.1,2,vbd,1,0.9448,0.6209,0.9899,0.4523,0.4523,0.0005,4523,46,89954,5477
tiny,trigger_white_square,2_all,0.1,2,agpd_100,,,,,,,,,,,
tiny,trigger_white_square,2_all,0.1,2,scan_100,,,,,,,,,,,
tiny,trigger_white_square,2_all,0.1,2,agpd_2000,,0.9649,0.7871,0.9991,0.6493,0.6493,0.0001,6493,6,89994,3507
tiny,trigger_white_square,2_all,0.1,2,scan_2000,,0.9288,0.4481,0.9972,0.289,0.289,0.0001,2890,8,89992,7110
tiny,trigger_white_square,2_all,0.1,2,abl,,0.8608,0.3039,0.3039,0.3039,0.3039,0.0773,3039,6961,83039,6961
tiny,trigger_white_square,2_all,0.2,2,vbd,1,0.9735,0.8483,0.9944,0.7396,0.7396,0.0005,7396,42,89958,2604
tiny,trigger_white_square,2_all,0.2,2,agpd_100,,,,,,,,,,,
tiny,trigger_white_square,2_all,0.2,2,scan_100,,,,,,,,,,,
tiny,trigger_white_square,2_all,0.2,2,agpd_2000,,0.9254,0.4203,0.9415,0.2705,0.2705,0.0019,2705,168,89832,7295
tiny,trigger_white_square,2_all,0.2,2,scan_2000,,0.9538,0.6998,0.9996,0.5383,0.5383,0.0,5383,2,89998,4617
tiny,trigger_white_square,2_all,0.2,2,abl,,0.9151,0.5757,0.5757,0.5757,0.5757,0.0471,5757,4243,85757,4243
